wikidata_id,name
Q1940487,Mittelweserbahn
Q106886801,MKB-MühlenkreisBus
Q1941281,moBiel GmbH
Q96633585,mobus Märkisch-Oderland Bus
Q105529133,MOIA
Q1949071,Moselbahn GmbH
Q1949801,Motorbootgesellschaft Bodman
Q1022390,MSR Flug-Charter
Q1958760,Müller Busreisen
Q1958856,München-Augsburger Eisenbahn-Gesellschaft
Q63436869,Münchner Linien
Q456402,Münchner Verkehrsgesellschaft mbH (MVG)
Q1959090,Münster-Hammer Eisenbahn-Gesellschaft
Q76636429,Museum für feldspurige Industriebahnen Osnabrück-Piesberg
Q106839037,Museumseisenbahn Ammerland-Barßel-Saterland
Q1686099,Museumseisenbahn Hamm
Q76636182,Museumseisenbahn Hasetal
Q131198313,Museumseisenbahn Hümmlinger Kreisbahn
Q66307299,Museumseisenbahn Küstenbahn Ostfriesland
Q1963771,Nahverkehr Göttingen
Q1963773,Nahverkehr Hohenlohekreis
Q1231470,Nahverkehr Schwerin
Q43402669,Nahverkehr-Service GmbH
Q125271080,Nahverkehrsgesellschaft des Landkreises Gotha
Q133283147,Nahverkehrsgesellschaft Jerichower Land
Q1965938,Nassauische Kleinbahn
Q880836,Nassauische Staatsbahn
Q1965950,Nassauische Touristik-Bahn
Q1965954,Nassauische Verkehrs-GmbH
Q1997636,NBE nordbahn Eisenbahngesellschaft mbH & Co. KG
Q1647244,Neißeverkehr
Q558401,Netinera
Q1979679,Neue Pellwormer Dampfschiffahrtsgesellschaft
Q1699303,Neunkircher Verkehrs-Gesellschaft
Q1981648,Neusser Eisenbahn
Q875834,Neustadt-Dürkheimer Eisenbahn-Gesellschaft
Q1169616,NEW mobil und aktiv Mönchengladbach
Q1960042,NEW mobil und aktiv Viersen
Q1438506,Niederbarnimer Eisenbahn
Q1651552,Niederrheinische Verkehrsbetriebe
Q1988401,NiedersachsenBahn
Q1988453,Niederschlesische Verkehrsgesellschaft
Q105492413,NiO - Nahverkehr in Offenbach
Q314725,Nord-Ostsee-Bahn
Q1997402,Nord-Reederei
Q1997732,Norddeutsche Eisenbahngesellschaft Niebüll
Q1997787,Norddeutsche Reederei H. Schuldt
Q1544230,Norddeutsche Verkehrsbetriebe
Q478402,Nordhausen-Wernigeroder Eisenbahn-Gesellschaft
Q1998120,Nordic Rail Service
Q314293,NordWestBahn
Q612771,NSB Niederelbe Schiffahrtsgesellschaft
Q2009186,Oberbergische Verkehrsgesellschaft
Q2009431,Oberelbische Verkehrsgesellschaft Pirna-Sebnitz
Q2009804,Oberhavel Verkehrsgesellschaft
Q2009869,Oberhohndorf-Reinsdorfer Kohleneisenbahn
Q1696485,Oberlausitzer Eisenbahn
Q2010724,Oberrheinische Eisenbahn-Gesellschaft Aktiengesellschaft Mannheim
Q1375410,Ocholt-Westersteder Eisenbahngesellschaft
Q131862153,Öchsle Museumsschmalspurbahn
Q2014356,Odenwald-Regional-Gesellschaft
Q2095138,Offen Group
Q1639886,Offenbacher Verkehrs-Betriebe
Q2018609,Oldenburg-Portugiesische Dampfschiffs-Rhederei
Q1712071,Oldendorff Carriers
Q297031,Ölhandel- & Transportgesellschaft
Q68229462,Omnibus Bettighofer
Q2023443,Omnibus Dannenmann
Q84181974,Omnibus Melchinger
Q2023445,Omnibus Müller
Q67602987,Omnibus Neumeyr
Q2023439,Omnibus-Verkehr Aalen
Q2023441,Omnibus-Verkehr Ruoff
Q1500537,Omnibus-Verkehrs-Gesellschaft Bollmeyer
Q15837582,Omnibus-Verkehrsgesellschaft Heideland
Q1607156,Omnibusbetrieb Saalekreis
Q22674655,Omnibusbetrieb Sallwey
Q2023449,Omnibusbetriebe Beth
Q1254382,Omnibusverkehr Franken
Q2023455,Omnibusverkehr Göppingen
Q2023452,Omnibusverkehr Leupold
Q1320858,Omnibusverkehr Rhein-Nahe
Q15837581,Omnibusverkehr Zügel
Q2023461,Omnibusverkehrsgesellschaft Sonneberg
Q249341,Orion Reederei
Q882823,Ortenau-S-Bahn GmbH
Q802945,Oschersleben-Schöninger Eisenbahn-Gesellschaft
Q125915600,OSI4 UG
Q145188,Ostdeutsche Eisenbahn
Q131982026,Ostertalbahn
Q1423848,Ostmecklenburgische Eisenbahn
Q18288788,Ostprignitz-Ruppiner Personennahverkehrsgesellschaft
Q121863371,Ostprignitz-Ruppiner Personenverkehrsgesellschaft
Q2039792,Otto Lingner Verkehrs-GmbH
Q2023458,OVG Güstrow
Q2008259,OWL Verkehr
Q1239904,PaderSprinter
Q997158,PalatinaBus
Q1231567,Parkbahn
Q1590892,Paulinenaue-Neuruppiner Eisenbahn
Q68190818,Peiner Verkehrsgesellschaft
Q2071917,Perseus-Reisen
Q2072379,Personennahverkehrsgesellschaft Merseburg-Querfurt
Q2072383,Personenschifffahrt Bad Säckingen
Q15839992,Personenschifffahrt Gebr. Kolb
Q125490194,Personenverkehrsgesellschaft Altmarkkreis Salzwedel mbH
Q2072435,Personenverkehrsgesellschaft Burgenlandkreis
Q79964632,Personenverkehrsgesellschaft Weimarer Land
Q2074607,Peter Döhle Schiffahrts-KG
Q875494,Pfälzische Eisenbahnen
Q1539768,Pflieger Reise- und Verkehrs-GmbH + Co
Q2088491,Phoenix Air Service
Q1635879,Plauener Straßenbahn
Q1577065,Prenzlauer Kreisbahnen
Q2044566,PRG Personen- und Reiseverkehr Greiz
Q2109663,Prignitzer Eisenbahn AG
Q2109674,Prignitzer Eisenbahn GmbH
Q76632854,Prignitzer Kleinbahnmuseum Lindenberg
Q2116373,Publicexpress
Q2121117,Q-Bus Nahverkehrsgesellschaft
Q2124030,RAG-Bahn- und Hafenbetriebe (RBH)
Q2127642,Rail 4U
Q471436,Rail4captrain
Q59485167,RailAdventure
Q22674667,Raildox
Q15841622,Rainer Abicht Elbreederei
Q110880872,Ratschaisenträger
Q15841447,RBA Regionalbus Arnstadt
Q2797707,RbT Regiobahn Thüringen
Q39429087,rebus
Q2137456,Regensburger Verkehrsbetriebe
Q882263,Regentalbahn
Q2138130,Regio Air
Q2138134,Regio Infra Service Sachsen
Q2138150,Regiobahn Bitterfeld Berlin
Q2138160,Regiobahn GmbH
Q2138114,RegioBus Hannover
Q1404700,Regiobus Mittelsachsen
Q26905846,Regiobus Potsdam-Mittelmark
Q2138117,RegioInfra
Q2138207,Regional Bus Stuttgart
Q2138268,Regionalbahn Kassel
Q2138281,Regionalbus Augsburg
Q2138283,Regionalbus Braunschweig
Q15839993,Regionalbus Leipzig
Q1627932,Regionalbus Oberlausitz
Q2138285,Regionalbus Ostbayern
Q1358980,Regionalbus-Gesellschaft Unstrut-Hainich- und Kyffhäuserkreis
Q2138315,Regionale Verkehrsgesellschaft Dahme-Spreewald
Q2138477,Regionalverkehr Allgäu
Q2138481,Regionalverkehr Dresden
Q1682261,Regionalverkehr Erzgebirge
Q2138487,Regionalverkehr Hildesheim
Q151551,Regionalverkehr Köln
Q1732052,Regionalverkehr Kurhessen GmbH
Q2138488,Regionalverkehr Münsterland
Q2138493,Regionalverkehr Oberbayern
Q2138496,Regionalverkehr Ruhr-Lippe
Q65178145,Regionalverkehr Sächsische Schweiz-Osterzgebirge
Q1440690,Regionalverkehr Westsachsen
Q47004906,Regionalverkehre Start Deutschland
Q1670980,RegioNetz
Q56655788,RegioTram Gesellschaft
Q2141854,Reisebüro Eberhardt
Q133881002,Reisebüro Wöhrle
Q1591590,Reisedienst Dreßler
Q2141858,Reisedienst Meidenbauer
Q54791512,Reisedienst Nickel
Q2143873,Rendsburger Kreisbahn
Q2146701,Reutlinger Stadtverkehrsgesellschaft
Q1589720,Rhealys
Q2147443,Rhein-Erft-Verkehrsgesellschaft
Q2147463,Rhein-Haardtbahn GmbH
Q2147479,Rhein-Mosel Verkehrsgesellschaft
Q1650863,Rhein-Neckar-Verkehr
Q935929,Rhein-Sieg-Eisenbahn
Q2147511,Rhein-Sieg-Verkehrsgesellschaft
Q316236,Rheinbahn AG
Q1467247,RheinCargo
Q131897585,Rheiner Verkehrsbetriebe Mersch
Q2147642,Rheingau-Taunus-Verkehrsgesellschaft
Q2147710,Rheinisch-Bergische Eisenbahn-Gesellschaft
Q2147715,Rheinisch-Westfälische Straßen- und Kleinbahnen
Q26277879,Rheinland Busdienste GmbH
Q15842321,Rhenus Maritime Services
Q2148049,Rhenus Rail St. Ingbert
Q1121384,Rhenus Veniro
Q15842334,RhönEnergie Fulda
Q1747787,Rickmers Reederei
Q78483585,Rinteln-Stadthagener Eisenbahn-Gesellschaft
Q1583974,Rinteln-Stadthagener Verkehrs GmbH
Q2155991,Rob. M. Sloman
Q17591509,Robert Rattelmeier
Q1346072,Robert-Reisen
Q131904572,Rodachtalbahn
Q1291710,Rohde Verkehrsbetriebe
Q2179405,Röhler Stadt Bus
Q2179408,Röhler Touristik
Q14912661,Roland-Linie
Q2165234,Romonta
Q77041777,ROSA Tarifverbund
Q6718062,Rostocker Straßenbahn AG
Q2168296,Rotel Tours
Q2124483,RP-Eisenbahn
Q124809815,RSBNA Erms-Neckar-Bahn Schieneninfrastruktur
Q1668401,RSE Grundbesitz und Beteiligungs-GmbH
Q29613744,RTB Cargo
Q2203881,Rügener Personennahverkehrs GmbH
Q33026947,Ruhrbahn
Q2175122,RuhrtalBahn
Q1667713,Ruppiner Eisenbahn
Q895592,Rurtalbahn GmbH
Q2176750,Rurtalbus
Q75046437,Rurtalbus
Q2138484,RVE Regionalverkehr Euregio Maas-Rhein
Q1555798,RVG Regionalverkehr Gera/Land
Q2138491,RVN Regionalverkehr Niederrhein
Q12374454,S-Bahn Berlin GmbH
Q99869216,S-Bahn Hamburg GmbH
Q24010966,Saar-Mobil
Q1255363,Saar-Pfalz-Bus
Q279071,Saar-Pfalz-Mobil
Q2209114,Saarbahn GmbH
Q107568931,Saarbahn Netz GmbH
Q1582252,Saarbrücker Eisenbahn
Q68308523,Saarfürst-Reisen
Q1875668,Sabena Maintenance International
Q162694,Sächsisch-Böhmische Eisenbahngesellschaft
Q160404,Sächsisch-Oberlausitzer Eisenbahngesellschaft
Q2378451,Sächsische Dampfeisenbahngesellschaft
Q315016,Sächsische Dampfschiffahrt
Q1447457,Sächsische Provinzbahnen
Q2226188,Satra Eberhardt
Q2228390,SaxBus Eilenburger Busverkehr
Q1254047,SBB GmbH
Q2205287,SCANSCOT
Q2232047,Schaumburger Verkehrs-Gesellschaft
Q2232348,Schefenacker
Q110854042,Schieneninfrastruktur Ost-Niedersachsen
Q1466214,Schienenverkehrsgesellschaft
Q2234910,Schiffahrt der Inselgemeinde Langeoog
Q2238855,Schleifkottenbahn
Q2239238,Schleswig-Holstein-Bahn
Q1268175,Schlienz
Q2239737,Schlierseeschifffahrt
Q106814156,Schlünß Eisenbahn Logistik
Q1123751,Schmalspurbahn Gelnhausen–Lochborn
Q884702,Schmalspurbahn Wolkenstein–Jöhstadt
Q121444835,Schmetterling Reisen
Q1546795,Schrage Reisen
Q15846703,Schramm Group
Q2251523,Schulte & Bruns
Q2251538,Schulte Group
Q104903413,Schwäbische Alb-Bahn
Q131911852,Schwäbische Waldbahn
Q1700843,Schwarzer Reise- und Verkehrsbüro
Q1725178,Seereederei Frigga
Q66545513,Seitter Reise- und Verkehrsgesellschaft
Q2269882,Senator Aviation Charter
Q4356876,Senator Lines
Q2309987,Spiekerooger Inselbahn
Q1268788,Spreewaldbahn
Q2313555,Spremberger Stadtbahn
Q540495,Stadtbahn Rhein-Sieg
Q2326959,Stadtbus Bad Salzuflen
Q2326963,Stadtbus Bocholt
Q2326966,Stadtbus Bruchsal
Q2326971,Stadtbus Crailsheim
Q2326356,StadtBus Dormagen
Q1755436,Stadtbus Gmünd
Q2326980,Stadtbus Lemgo
Q2326991,Stadtbus Ravensburg Weingarten
Q18631061,Stadtbus Rottweil
Q2326987,Stadtbus Schwäbisch Hall
Q2359839,Städtebahn Sachsen
Q1651541,Städtische Straßenbahn Feuerbach
Q124061628,Städtische Straßenbahn Frankfurt am Main
Q2359969,Städtische Straßenbahnen Hamborn
Q2359982,Städtische Verkehrsbetriebe Zwickau
Q2360018,Städtischer Verkehrsbetrieb Esslingen am Neckar
Q18028113,StadtLandBus
Q2328317,Stadtverkehr Detmold
Q1791356,Stadtverkehr Euskirchen
Q2328325,Stadtverkehr Friedrichshafen
Q2328321,Stadtverkehr Hildesheim
Q2328330,Stadtverkehr Hürth
Q1672994,Stadtverkehr Maintal
Q2328340,Stadtverkehr Pforzheim
Q2328346,Stadtverkehr Tübingen
Q2328352,Stadtverkehrsgesellschaft Bergisch Gladbach
Q2328353,Stadtverkehrsgesellschaft Frankfurt (Oder)
Q15848840,Stadtwerk am See
Q2328419,Stadtwerke Aschaffenburg
Q15848841,Stadtwerke Bad Pyrmont
Q76754264,Stadtwerke Bamberg
Q812598,Stadtwerke Bayreuth Verkehr und Bäder GmbH
Q152186,Stadtwerke Bonn
Q1730210,Stadtwerke Brühl
Q15130172,Stadtwerke Emden
Q15848844,Stadtwerke Gießen
Q1681924,Stadtwerke Heilbronn
Q2328517,Stadtwerke Herrenberg
Q15848845,Stadtwerke Hünfeld
Q1266985,Stadtwerke Konstanz
Q15848846,Stadtwerke Langen
Q2328332,Stadtwerke Lübeck mobil
Q15848849,Stadtwerke Mühlheim am Main
Q15848850,Stadtwerke Neu-Isenburg
Q1498154,Stadtwerke Neumünster
Q2328572,Stadtwerke Neuss
Q15848851,Stadtwerke Oberursel
Q1114682,Stadtwerke Osnabrück
Q2516132,Stadtwerke Remscheid GmbH
Q15848854,Stadtwerke Rodgau
Q15130176,Stadtwerke Rottenburg am Neckar
Q2328607,Stadtwerke Rüsselsheim
Q2328641,Stadtwerke Uelzen
Q1754870,Stadtwerke Verkehrsgesellschaft Frankfurt am Main
Q2328656,Stadtwerke Wesseling
Q15848858,Stadtwerke Witzenhausen
Q1577332,Stadtwerke-Verkehrsgesellschaft Wilhelmshaven
Q2328685,Stadtwirtschaft Weimar
Q70747553,Stanglmeier Reisebüro-Bustouristik
Q100794941,Stauden-Verkehrs-Gesellschaft
Q2340215,Steinburger Linien
Q75274560,Steiner KG Omnibusbetrieb
Q61875530,Stendalbus
Q2342682,Stendaler Straßenbahn
Q114018,Stettiner Straßen-Eisenbahn Gesellschaft
Q1235690,STOAG Stadtwerke Oberhausen
Q2353405,Strandbahn Warnemünde–Markgrafenheide
Q1030448,Straßenbahn Celle
Q2354496,Straßenbahn Detmold
Q1674231,Straßenbahn Flensburg
Q2354553,Straßenbahn Herne–Castrop-Rauxel
Q1411089,Straßenbahn Magdeburg
Q671058,Straßenbahn Schleswig
Q638246,Straßenbahn Schöneiche bei Berlin
Q428288,Straßenbahn Woltersdorf
Q23786736,Stroh Bus Verkehrs GmbH
Q2359602,Stuttgarter Straßenbahnen
Q2377826,SÜC Bus & Aquaria
Q2380325,Süd-Thüringen-Bahn
Q187629,Südbadenbus
Q2380511,Südbrandenburger Nahverkehrs GmbH
Q1710037,Süddeutsche Eisenbahn-Gesellschaft
Q1660947,Südostbayernbahn
Q2381690,SüdwestBus
Q2208728,SWB Bus und Bahn
Q27649273,SWEG Bahn Stuttgart
Q124608127,SWEG Schienenwege GmbH
Q2381732,SWEG Südwestdeutsche Landesverkehrs-GmbH
Q2208780,SWK MOBIL
Q28484706,SWK Stadtwerke Kaiserslautern
Q2208766,SWK Stadtwerke Kaiserslautern Verkehrs-AG
Q1682499,SWS Nahverkehr
Q130236683,SWU Verkehr
Q2373944,Sylter Inselbahn
Q2373957,Sylter Verkehrsgesellschaft
Q2387470,Taeter Aachen
Q1344914,Taeter Tours
Q15850214,Team Lines
Q2383922,TEE Rail Alliance
Q15850284,Tegernsee-Bahn Betriebsgesellschaft
Q17127667,Teuto-Express
Q2407391,Teutoburger Wald-Eisenbahn
Q2420813,Thien & Heyenga
Q1645526,Thüringer Eisenbahn
Q132128047,Thüringerwaldbahn und Straßenbahn Gotha
Q1305176,Thüringische Eisenbahn-AG
Q282452,Thüringische Eisenbahn-Gesellschaft
Q2384271,THÜSAC Personennahverkehrsgesellschaft
Q46644435,To Europe
Q22694326,Torfbahn Himmelmoor
Q101072978,Tourismus und Warnetalbahn GmbH
Q107166547,Touristenbahnen im Rheinland
Q1660266,Traditionsbahn Radebeul
Q2447882,TraffiQ
Q2448583,Trampko
Q2448840,Trans regio
Q79876049,Transdev Hannover GmbH
Q2513189,Transdev Ostwestfalen
Q79876411,Transdev Regio GmbH
Q1382191,Transdev Regio Ost
Q2513198,Transdev Rhein-Main
Q23785338,Transdev Rheinland
Q878900,Transdev Sachsen-Anhalt
Q2449582,Transpetrol
Q114681206,Transwaggon GmbH
Q2384788,TRD-Reisen
Q113457508,TRD-Reisen Dresden
Q98848266,TRI Train Rental
Q2456622,Trusebahn
Q874494,TX Logistik
Q332669,Überlandwerk Fulda
Q2472939,Uckermärkische Verkehrsgesellschaft
Q1291848,Union Handels- und Schiffahrtsgesellschaft
Q1411861,Universal Transport
Q1567436,Unternehmensgruppe Eberhardt
Q1750263,Unterweser Reederei
Q314069,Usedomer Bäderbahn
Q265625,ÜSTRA Hannoversche Verkehrsbetriebe AG
Q2505122,V-Bus
Q1557682,VAG Verkehrs-Aktiengesellschaft Nürnberg
Q63718592,VBR - Verkehrsbetriebe und Servicegesellschaft mbH München
Q2511648,Vectus Verkehrsgesellschaft
Q2513959,Verband öffentlicher Verkehrsbetriebe
Q260433,Verein Deutscher Eisenbahnverwaltungen
Q113558786,Verein Sächsischer Eisenbahnfreunde e.V.
Q1505353,Vereinigte Kleinbahnen
Q2516004,Vering & Waechter
Q1449258,Verkehrs- und Betriebsgesellschaft Gera
Q2516117,Verkehrsbetrieb Potsdam
Q1451821,Verkehrsbetriebe Bachstein
Q798889,Verkehrsbetriebe Baden-Baden
Q2516127,Verkehrsbetriebe Bils
Q2516140,Verkehrsbetriebe Brandenburg an der Havel
Q2516128,Verkehrsbetriebe Extertal
Q2516130,Verkehrsbetriebe Grafschaft Hoya
Q72442500,Verkehrsbetriebe Hamburg-Holstein
Q644958,Verkehrsbetriebe Karlsruhe
Q1247628,Verkehrsbetriebe Kreis Plön
Q1558014,Verkehrsbetriebe Ludwigshafen
Q2516136,Verkehrsbetriebe Minden-Ravensberg
Q2516135,Verkehrsbetriebe Peine-Salzgitter
Q2516144,Verkehrsbetriebe Westfalen-Süd
Q2516147,Verkehrsbetriebe Wiesmoor
Q15852663,Verkehrsbetriebsgesellschaft Passau
Q2516259,Verkehrsgemeinschaft Villingen-Schwenningen
Q2516269,Verkehrsgesellschaft Bad Kreuznach
Q2516271,Verkehrsgesellschaft Belzig
Q2516273,Verkehrsgesellschaft Bergisches Land
Q2516274,Verkehrsgesellschaft Breitenbach
Q2516302,Verkehrsgesellschaft der Stadt Velbert
Q2516281,Verkehrsgesellschaft Ennepe-Ruhr
Q19310787,Verkehrsgesellschaft Gersprenztal
Q2516278,Verkehrsgesellschaft Görlitz
Q1779004,Verkehrsgesellschaft Hilden
Q2516295,Verkehrsgesellschaft Hoyerswerda
Q1170638,Verkehrsgesellschaft Idar-Oberstein
Q1693042,Verkehrsgesellschaft Kirchweihtal
Q1348739,Verkehrsgesellschaft Kreis Unna
Q2516284,Verkehrsgesellschaft Landkreis Osnabrück
Q2516287,Verkehrsgesellschaft Mecklenburg-Strelitz
Q2516288,Verkehrsgesellschaft Meißen
Q2516289,Verkehrsgesellschaft Mittelhessen
Q80700321,Verkehrsgesellschaft Norderstedt
Q2516293,Verkehrsgesellschaft Oberhessen
Q1505957,Verkehrsgesellschaft Oberspreewald-Lausitz
Q19310788,Verkehrsgesellschaft Prignitz
Q64223414,Verkehrsgesellschaft Start Unterelbe mbH
Q2516298,Verkehrsgesellschaft Südharz
Q1703093,Verkehrsgesellschaft Teltow-Fläming
Q1777393,Verkehrsgesellschaft Untermain
Q23787863,Verkehrsgesellschaft Vorpommern-Rügen
Q2516301,Verkehrsgesellschaft Zweibrücken
Q96633605,Verkehrsmanagement Elbe-Elster
Q2516286,Verkehrsservice Landkreis Nienburg/Weser
Q133283447,Verkehrsunternehmen Andreas Schröder
Q2516461,Verkehrsverband Hochtaunus
Q1801295,Verwaltungsgesellschaft des ÖPNV Sömmerda
Q1488744,Vestische Straßenbahnen
Q15852775,Vetter Verkehrsbetriebe
Q1668198,VHH PVG Unternehmensgruppe
Q2521686,Via Verkehrsgesellschaft
Q2521737,Vias (Unternehmen)
Q18536938,vlexx
Q1495786,Voigtländische Staatseisenbahn
Q2536385,Völklinger Verkehrsbetriebe
Q2532292,Volkswagen Konzernlogistik
Q123668171,Vorwohle-Emmerthaler Eisenbahn-Gesellschaft
Q123668179,Vorwohle-Emmerthaler Verkehrsbetriebe
Q2506624,VTG
Q1797667,Vulkan-Eifel-Bahn Betriebsgesellschaft
Q2539297,Wahl & Söhne
Q2541284,Waldeisenbahn Muskau
Q2548175,Wandsbeker Industriebahn
Q2548356,Wangerooger Inselbahn
Q2549307,Waried Tankschiff Rhederei
Q15638498,Washbay-Linie
Q106834604,Wedler Franz Logistik
Q126118366,Weihrauch Uhlendorff GmbH
Q2556862,Weiße Flotte (Stralsund)
Q15730868,Weisse Flotte Düsseldorf
Q2556852,Weisse Flotte Potsdam
Q2563132,Werne–Bockum-Höveler Eisenbahn
Q1386646,Werra-Eisenbahn-Gesellschaft
Q15854112,WerraBus
Q56644659,Weser Ems Eisenbahn
Q2563812,Weser-Ems-Bus
Q1754674,Weserbahn GmbH
Q2563865,Weserfähre Bremerhaven–Nordenham
Q2564097,West-Bus
Q1493743,WestEnergie und Verkehr GmbH
Q1247885,Westerwaldbahn GmbH
Q2024025,WestfalenBahn
Q2565118,Westfalenbus
Q1387245,Westfälische Almetalbahn
Q14523719,Westfälische Landes-Eisenbahn
Q2565273,Westfälische Verkehrsgesellschaft
Q1662213,Westfrankenbahn
Q2567287,WiBus
Q1501078,Wismut-Werkbahn
Q1678814,Wolfsburger Verkehrs GmbH
Q151357,wupsi GmbH
Q2596833,Württembergische Eisenbahn-Gesellschaft
Q2596855,Württembergische Nebenbahnen
Q1291006,Würzburger Versorgungs- und Verkehrs-GmbH
Q1563581,Wyker Dampfschiffs-Reederei Föhr-Amrum
Q184510,Zehlendorfer Eisenbahn
Q114795970,Zweckverband Romantische Schiene
Q83835,Schweizerische Bundesbahnen
Q20007080,SÜWEX
Q2541126,Waldbahn
Q19296997,National Express
Q705684,S-Bahn Rhein-Main
